Route_Distance_km,Weight_kg,Transport_Mode,Fuel_Type,Fuel_Consumption_L,CO2_Emissions,Region,Delivery_Time_days,Cost_USD,High_Emission_Flag,Fuel_Efficiency,Cost_Efficiency
155.02,1623.97,3,1,195.87,601.11,0,3.3,1161.71,0,3.87762844293456,0.0046145780192925635
326.07,1220.7,3,0,185.31,1435.26,3,2.8,820.18,1,4.4016927530379135,0.002060579556627872
651.79,2217.2,3,3,633.85,1232.52,3,5.7,667.06,1,1.8909771262066446,0.0004615856896773623
512.34,1062.21,1,2,249.11,2365.64,1,1.5,809.83,1,4.617324342871446,0.0014880763395343447
627.61,3247.03,1,2,453.67,1266.2,3,6.4,1033.21,1,2.01749490898018,0.0005070052365286764
806.69,1676.51,3,0,93.03,1167.67,3,6.5,746.68,0,1.4474829061041676,0.0005521050216213499
377.44,788.42,1,3,454.88,1773.45,4,4.0,968.54,1,4.698627471952431,0.003254707804648087
600.18,2500.41,2,2,560.11,1166.73,1,4.2,1076.04,0,1.9439667775672838,0.0007170272640669513
304.25,571.31,3,3,397.85,1016.71,0,5.0,1036.56,0,3.3416925771013126,0.005963373800706675
577.06,840.28,3,3,277.06,1559.06,0,6.2,810.8,1,2.7017294093901953,0.0016721250067573375
556.2,1982.18,1,3,406.78,1079.09,2,5.0,931.29,0,1.9401114358124516,0.0008447162818261525
451.75,2673.59,1,3,289.66,1422.33,0,3.8,740.87,1,3.148489138937706,0.0006134074409264029
611.25,2089.1,1,3,302.21,1013.62,2,1.4,803.66,0,1.6582740015006299,0.0006293529204364431
697.15,1629.65,3,1,360.06,1202.45,0,5.0,862.54,1,1.7248081227166592,0.0007592043220183412
721.11,2156.91,3,0,371.18,1241.23,2,3.4,786.1,1,1.721276896433597,0.0005054104929071638
379.2,1836.42,2,1,490.54,1292.88,4,5.4,1474.51,1,3.409493580973271,0.0021174217980313792
873.15,1704.58,0,3,432.23,1265.33,4,3.3,678.0,1,1.4491553404437343,0.00045553677935219144
502.865,3164.66,2,2,570.07,1843.23,2,6.7,690.93,1,3.6654568588894265,0.0004341657726804514
526.59,2392.97,2,0,406.96,831.06,1,5.1,1088.23,0,1.5781917321219214,0.0008635964186996915
562.25,748.16,3,0,154.72,526.51,2,7.2,947.06,0,0.9364339539985068,0.0022514045782002483
734.69,1853.94,1,1,302.57,1249.75,2,5.4,798.38,1,1.701057565761647,0.0005861514526830752
550.88,1879.33,3,0,139.49,1014.86,3,6.3,734.3,0,1.842252362724144,0.0007092730792337795
320.32,1982.18,3,0,456.81,1138.14,2,0.9,617.61,0,3.5531342547098452,0.0009727184952036545
204.28,1950.59,1,2,347.71500000000003,1161.94,1,3.1,1109.29,0,5.687977007637703,0.002783897591937946
531.04,1953.99,3,3,404.47,1293.97,1,6.7,416.94,1,2.43667139129498,0.00040181300618481817
369.18,3747.28,1,1,461.15,1477.73,1,4.5,525.59,1,4.00273568441585,0.00037992054799712143
502.865,1871.5,1,1,347.71500000000003,1364.83,3,5.0,631.75,1,2.7141081062689167,0.0006712804664732342
396.54,2960.21,0,3,325.5,1316.87,2,6.4,662.29,1,3.3209007081025694,0.0005642072649167866
496.15,2976.23,3,0,347.71500000000003,1455.58,0,7.9,773.16,1,2.933749814899732,0.0005235882498080863
679.04,1381.87,1,3,347.71500000000003,629.34,2,7.1,842.34,0,0.9268084217894614,0.0008976868802861701
488.85,1062.68,3,3,367.05,1389.06,0,3.0,560.27,1,2.841485060008488,0.0010784977463064438
357.43,1982.18,3,1,303.87,1101.23,2,2.9,808.95,0,3.0809668164125337,0.0011417935579628655
487.87,1975.04,1,0,253.82,1205.73,2,4.7,925.91,1,2.4714165152311782,0.0009609233916200316
178.5,2393.62,1,2,359.89,2020.5,1,8.1,1130.3,1,11.319327096956465,0.0026454545353923583
356.17,2556.93,1,3,190.08,1195.2,0,3.2,427.55,0,3.355700835115231,0.00046947312464544293
591.18,1856.73,2,3,364.11,1529.2,1,3.5,792.02,1,2.5866909809754906,0.000721552043107393
851.07,2631.25,1,3,416.86,1552.42,2,4.3,1001.47,1,1.8240802539852157,0.00044720901426471604
505.95,1875.79,0,3,357.8,1042.66,2,7.2,678.19,0,2.060796480664167,0.0007145943288544337
525.84,1982.18,2,2,247.53,1307.62,1,7.7,1236.0,1,2.486725953013731,0.00118582816619277
361.42,2650.56,3,2,485.28,1321.8,3,6.7,1146.36,1,3.6572407819921207,0.0011966611797586916
380.12,2495.77,1,3,550.74,423.0,2,5.5,880.94,0,1.1128064528883919,0.0009285836859482126
394.05,1521.99,3,2,362.96,1195.2,2,6.4,843.01,0,3.03311754769401,0.0014056253973199933
824.94,425.2,3,3,473.71,924.52,4,7.6,803.66,0,1.1207117957583363,0.0022911669438357976
461.99,2125.7,1,1,155.7,903.53,2,5.5,775.28,0,1.9557349302856137,0.0007894489162497613
513.71,1942.72,3,2,500.64,447.83,3,2.3,679.13,0,0.8717564214876794,0.0006804946018065501
251.23,1460.05,1,2,253.08,1354.09,3,5.0,317.48,1,5.389841762932701,0.0008655200734603341
618.71,765.76,2,2,347.71500000000003,716.61,2,1.1,929.44,0,1.1582324326706788,0.001961740448519919
524.53,2027.77,3,0,312.46,1204.01,4,9.1,596.07,1,2.2954072732654516,0.0005604130483615209
502.865,2022.77,2,2,347.71500000000003,1799.42,4,2.9,1275.44,1,3.5783360627934724,0.0012538977408176521
534.17,2073.4,0,0,352.77,881.02,2,5.0,369.24,0,1.6493250903396843,0.0003333850758546178
523.92,248.06,0,3,526.14,1835.66,1,5.1,688.39,1,3.5037027885230043,0.005296790988950974
502.865,1832.55,3,0,270.12,1232.74,1,7.7,648.59,1,2.4514332385146465,0.0007038222728525168
410.54,1059.06,1,0,154.99,986.87,0,8.6,811.21,0,2.403833916211967,0.001865766333961994
537.32,1982.18,1,2,132.89,1038.12,3,6.0,511.77,0,1.932033016972511,0.000480505903741692
827.99,1414.69,3,3,347.71500000000003,1298.12,3,4.4,944.87,1,1.567796693585711,0.0008066510155048945
593.29,583.15,1,0,231.46,1195.2,2,5.0,916.12,0,2.014529117050193,0.0026479211965839485
692.78,2355.36,2,2,478.75,792.48,3,6.4,574.4,0,1.1439129139999291,0.0003520155061573404
364.57,1265.05,1,2,347.71500000000003,1180.49,1,1.8,803.66,0,3.238033759277128,0.0017425439228708043
378.86,1021.68,1,2,357.16,1042.91,2,5.0,911.22,0,2.7527582021654915,0.00235412541787046
620.24,790.49,3,3,191.02,1511.65,1,9.8,1056.28,1,2.4372016890687207,0.0021543829605355077
540.22,2897.49,0,0,347.71500000000003,1070.15,2,5.0,1080.49,0,1.980952167988002,0.0006902845410587332
438.44,1070.57,3,2,376.87,1591.7,1,2.3,809.97,1,3.6303712336837144,0.001725614157859731
354.57,3010.97,2,3,300.24,1040.09,3,7.5,772.92,0,2.9333840163188083,0.0007239792672963181
738.13,1138.1,2,2,252.81,487.15,1,5.3,725.27,0,0.6599785856152902,0.0008633490859510929
624.82,3645.23,1,0,551.78,1053.46,0,4.5,974.23,0,1.6860215472292572,0.0004277417486701397
528.59,2185.47,3,0,673.8,1200.09,4,2.3,752.38,1,2.2703607281567804,0.0006512885609298645
548.39,2705.87,1,3,347.71500000000003,1195.2,4,5.6,386.97,0,2.179470774823196,0.0002607839403538472
529.34,2466.84,2,2,484.58,1866.06,0,3.8,321.03,1,3.525257801691582,0.00024584983650046327
336.84,1561.37,1,3,293.63,1462.77,2,4.8,841.26,1,4.34262544998737,0.0015995607923595806
314.61,2060.76,3,3,453.71,1029.67,0,6.1,1092.67,0,3.272845641497548,0.0016853460235428973
579.94,1351.2,1,0,243.01,1380.32,4,8.1,687.32,1,2.380108246023584,0.0008771144798701804
405.02,2466.06,1,1,291.25,1130.29,3,7.6,804.81,0,2.790701624840709,0.0008057740109362173
421.33,2684.44,0,0,390.68,790.1,2,6.0,803.66,0,1.8752521331200693,0.0007105526577362813
588.76,2399.75,0,1,449.98,1318.37,2,4.6,698.6,1,2.239231567374965,0.0004944521667073405
533.29,2571.69,2,0,335.88,879.91,0,5.9,1103.72,0,1.649965278742049,0.0008047794090623434
662.7,2005.65,0,0,383.61,899.46,2,4.0,379.48,0,1.3572657106191985,0.0002855070084150835
473.97,1318.87,3,3,480.37,1357.11,1,5.6,599.04,1,2.86328242582268,0.0009583032903762717
641.64,1982.18,3,3,104.64,1195.2,4,3.4,915.56,0,1.8627267336399427,0.0007198670419575199
588.92,2270.95,3,1,347.71500000000003,753.42,3,7.2,781.3,0,1.279324844132907,0.0005841897712605796
643.79,2000.55,0,1,283.37,891.58,2,5.7,996.82,0,1.3848925676867836,0.0007739681805061045
253.83,1471.74,3,2,29.05,1808.04,3,5.1,1129.02,1,7.123034821611518,0.0030222305542485575
512.05,2184.06,2,2,347.71500000000003,1643.09,2,3.2,720.4,1,3.2088467296387715,0.0006441644725919147
167.7,3348.01,2,3,348.84,1309.56,1,4.1,760.42,1,7.808944078178648,0.0013543587619248342
405.61,775.11,1,0,394.82,767.43,0,5.0,304.06,0,1.8920391042617513,0.000967135439053503
648.65,1948.65,3,2,117.91,1344.77,3,5.8,547.88,1,2.073182732241074,0.0004334521713218326
336.15,2828.35,3,0,352.81,845.34,1,0.8,1091.12,0,2.514770117067675,0.0011476415138213483
472.51,1925.64,3,2,402.31,1055.51,1,5.5,927.38,0,2.2338362736484676,0.0010192286495668097
257.16,2386.15,2,1,323.18,1079.95,2,4.5,958.01,0,4.199525423879086,0.0015612371761950692
409.35,2246.09,0,0,316.6,1157.02,4,9.6,1097.02,0,2.826480937425652,0.0011931432711397843
667.7,1571.75,3,3,524.67,888.68,0,4.1,935.69,0,1.3309569966907742,0.0008915940114591913
492.47,2548.41,3,3,560.38,1086.08,4,5.0,633.21,0,2.2053728713348453,0.0005045435803533854
557.83,2927.26,2,2,119.92,1047.35,1,5.1,876.83,0,1.87754330391798,0.0005369727356032958
250.85,1479.98,1,0,509.38,473.74,3,5.0,831.35,0,1.8885388922248798,0.0022393086063839302
456.18,761.11,1,1,352.93,1048.99,3,8.5,1028.35,0,2.299508915351201,0.002961810602653339
194.89,1433.9,2,0,347.71500000000003,948.98,3,3.2,438.15,0,4.869310643475261,0.0015678856875043156
612.59,2818.97,1,0,384.51,1062.72,1,4.6,243.31,0,1.734798123789188,0.00014089630426030245
599.34,2001.83,0,0,435.5,1526.24,0,5.4,960.41,1,2.5465344788177915,0.0008004905631079225
459.27,2263.29,3,0,183.23,636.71,0,5.2,1050.0,0,1.3863522244790163,0.0010101387158146303
445.46,1122.16,3,1,338.86,803.56,2,2.1,677.8,0,1.803888075160776,0.0013559324919758496
804.61,965.38,1,2,510.44,1655.11,2,4.7,574.44,1,2.0570338169170923,0.0007395387765572166
465.41,1762.01,1,2,315.15,1538.11,1,3.6,498.6,1,3.304849416539193,0.000608006461673568
651.5,1013.98,3,1,191.32,1489.93,1,8.2,1117.92,1,2.2869224514670385,0.0016922593289073965
453.17,2377.93,0,3,386.77,1900.92,2,5.9,713.81,1,4.194717121726568,0.0006624031821966689
484.07,2783.11,2,3,464.38,1848.75,3,7.6,725.25,1,3.819178965455844,0.0005383307618153914
459.39,1079.19,3,2,434.3,1366.75,0,6.2,749.89,1,2.9751408830157193,0.001512579160155587
356.94,2899.48,1,0,161.82,1046.87,2,3.4,1057.17,0,2.9329018061046166,0.0010214791199365698
152.06,2938.21,1,0,246.73,1709.71,2,5.2,803.66,1,11.243653081438046,0.0017987654382531158
605.96,2034.81,2,1,134.7,1028.39,4,7.3,957.23,0,1.6971251947797679,0.0007763337750523015
601.0,966.19,0,2,232.6,1374.08,3,1.9,955.23,1,2.2863227572991223,0.0016450190938725666
741.3,1896.39,1,0,270.68,1092.89,1,8.5,1177.57,0,1.4742883923608745,0.0008376547900286378
139.6,745.71,2,0,263.02,815.69,1,0.8,749.06,0,5.84305115737456,0.0071955040321378
0.12,1077.33,3,0,466.69,1195.2,2,7.8,826.9,0,9959.170069160904,6.396213602438931
287.52,3287.02,3,2,347.71500000000003,667.02,1,3.3,803.66,0,2.3199080996136585,0.0008503582836604323
553.48,1853.48,2,2,457.02,1573.86,2,5.9,998.41,1,2.8435715320594865,0.0009732380632762095
275.46,1530.77,3,2,433.87,1773.67,0,6.0,618.28,1,6.4389382691157255,0.0014662793311647064
626.94,3335.26,1,1,211.11,1195.2,3,6.8,1037.29,0,1.9064024961495118,0.0004960717737184652
378.88,1347.7,3,1,303.67,1021.68,2,5.0,721.37,0,2.6965793207195072,0.0014127430128431093
539.81,1815.31,1,3,271.65,1426.62,2,5.2,940.07,1,2.6428187206087568,0.0009593309762031718
390.63,2387.1,1,0,364.05,893.41,4,6.7,714.85,0,2.287100266566821,0.0007666174756295928
404.76,1331.15,1,3,246.27,1469.1,2,8.0,558.84,1,3.6295581670728785,0.001037200936526202
761.1,1899.64,3,3,475.81,1905.19,0,5.5,790.53,1,2.503205853328001,0.0005467708185602102
731.87,295.55,3,2,492.95,1362.84,4,5.1,717.65,1,1.8621339601003735,0.003317781491525011
629.08,2327.81,0,2,170.54,1025.39,1,5.0,1145.86,0,1.6299834420108184,0.000782488838721391
707.51,1974.85,1,0,442.28,1814.96,1,5.3,1031.21,1,2.565278193025142,0.0007380408816072495
537.94,2671.73,0,0,347.71500000000003,438.5,2,5.0,705.53,0,0.8151466554792978,0.0004908955322853404
876.4,1960.88,3,1,486.49,602.29,3,3.3,698.88,0,0.6872318497577379,0.0004066766398006143
194.87,3020.31,3,0,370.0,1024.46,3,2.1,1141.33,0,5.257145519723635,0.0019391648356751924
346.01,1356.03,1,0,347.71500000000003,1474.26,3,7.6,1025.2,1,4.260743785996249,0.0021849960153930356
284.45,1950.25,1,2,402.81,701.98,1,8.9,1261.35,0,2.467850150541391,0.00227373259086297
432.58,3275.55,1,2,412.38,1543.31,1,6.5,891.36,1,3.5676868193701323,0.000629075065730697
670.68,2104.85,1,0,353.58,1313.52,0,8.4,946.18,1,1.9584898616554862,0.0006702506695095655
680.79,1807.47,2,1,615.18,1426.25,1,5.1,991.07,1,2.0949925513742484,0.0008054156508147293
641.89,2759.68,0,3,486.83,1300.8,2,2.9,660.09,1,2.0265154150007727,0.00037263514892078826
485.6,577.13,2,1,413.68,1353.99,3,4.7,877.29,1,2.788282479648219,0.0031303352430963934
391.12,1480.5,3,0,252.27,1064.19,2,6.3,1081.1,0,2.720878433194968,0.0018670133843692862
827.82,2711.23,3,0,306.6,1195.2,2,5.2,896.46,0,1.4437921112827412,0.0003994189264881386
551.98,277.33,3,1,160.47,1160.27,4,6.0,1173.07,0,2.1020145276637825,0.007663086617363719
327.92,1731.89,2,0,298.44,955.6,0,1.5,925.77,0,2.9141253075711973,0.0016301024241081505
412.05,3060.64,1,2,301.16,1038.14,4,5.0,781.27,0,2.519451461729124,0.00061949667515016
439.51,1350.08,0,2,423.82,435.54,2,4.2,585.0,0,0.990967190940657,0.0009858880476788113
399.65,2369.65,1,3,181.16,1752.06,0,5.8,979.52,1,4.383985878043641,0.0010343065754345837
745.53,343.56,0,0,532.39,856.91,0,1.9,577.29,0,1.1493970578058958,0.002253856784227536
383.45,2394.85,1,3,518.18,1565.95,0,4.2,882.49,1,4.08384394096117,0.0009609985533763036
778.49,3169.76,2,2,311.22,1028.04,3,5.0,911.85,0,1.3205564449054394,0.0003695251343306816
264.19,1948.74,2,1,111.84,1162.56,4,4.9,1116.82,0,4.400469192608759,0.0021692664935339173
348.73,2268.05,3,0,172.85,2014.21,3,3.0,674.59,1,5.775843610362068,0.0008528997059748672
478.54,1949.89,3,0,179.1,1043.33,2,6.8,809.49,0,2.1802356714123023,0.0008675272609162944
301.13,2902.33,0,1,485.46,1280.56,2,7.2,762.35,1,4.252515383637785,0.0008722753295028264
504.84,1508.54,1,2,176.97,1008.58,1,5.2,749.45,0,1.9978210522577244,0.0009840837843087629
479.97,1531.26,3,1,317.56,1017.2,3,3.2,671.45,0,2.1192990787070216,0.0009135885483181593
478.25,1259.66,2,1,95.12,1466.83,1,5.0,1064.01,1,3.0670778240025545,0.001766189880911597
891.67,1982.18,2,3,347.71500000000003,989.41,2,9.8,888.01,0,1.1096145310528052,0.000502424271479726
458.14,2229.56,1,2,227.74,839.63,4,7.5,955.72,0,1.83269302325287,0.0009356497345781466
507.6,1322.52,3,3,374.29,854.72,1,5.0,639.32,0,1.6838455145026494,0.0009523452695308071
448.52,1665.67,0,0,405.35,1080.74,0,7.6,1033.99,0,2.4095691962550347,0.0013840301828052612
747.66,2626.3,1,1,590.29,491.24,2,8.5,851.63,0,0.657036612136043,0.0004337130318439412
729.69,1052.78,0,0,282.17,1120.57,3,4.9,812.93,0,1.5356795140994186,0.0010582228389700446
147.84,2211.82,3,2,317.82,1802.46,3,5.0,598.18,1,12.191963461041432,0.0018293219847262503
521.29,1753.75,2,0,325.31,429.61,1,5.3,834.54,0,0.8241285882305707,0.000912851386662534
638.03,1283.72,3,2,606.27,1054.68,3,5.0,789.39,0,1.653025693885465,0.0009637851122277592
825.68,2234.17,1,0,360.73,1733.8,3,5.1,654.07,1,2.099844950830286,0.00035456531508196545
440.2,1080.96,3,3,385.37,558.12,2,7.5,247.93,0,1.2678782083626032,0.0005210380245803804
623.07,710.75,0,2,347.71500000000003,674.32,2,3.2,786.69,0,1.082253982983389,0.0017764374502732137
139.02,2002.96,3,3,214.27,874.24,4,4.4,480.85,0,6.288591117206796,0.0017268716504103177
502.865,2201.79,2,1,424.99,1629.81,4,7.6,877.82,1,3.241048725979165,0.0007928265171181692
686.26,2290.91,1,0,469.52,1859.15,0,5.0,758.87,1,2.709104381588547,0.0004826926330052866
242.01,3775.02,2,2,441.97,1512.78,4,6.4,695.03,1,6.25089846490234,0.0007607658024461858
649.46,1734.95,0,1,347.71500000000003,1030.47,2,5.0,1019.05,0,1.5866565825969794,0.0009043907709916243
427.28,2078.45,1,2,297.71,1020.44,1,5.0,665.65,0,2.3882231232862967,0.0007495382319679193
662.16,2223.41,2,1,339.64,861.72,2,6.3,1115.44,0,1.3013772909662729,0.0007576414342691115
502.865,1958.08,3,2,387.26,1003.38,4,5.6,376.49,0,1.995326737885382,0.0003823592530726544
653.49,2284.49,1,0,371.84,892.49,3,7.7,1300.74,0,1.365728605399798,0.0008712891145617368
526.71,1758.26,1,0,324.19,720.32,3,5.2,1093.48,0,1.3675836538591701,0.0011807451874351086
407.54,3510.15,3,2,368.82,1922.17,4,7.0,1121.44,1,4.716518508207329,0.0007839351285629253
776.02,513.68,2,3,407.04,1470.8,0,6.5,648.23,1,1.8953119520719577,0.0016261610518069852
334.9,2780.65,3,1,702.25,1390.57,2,4.1,1054.21,1,4.152194560997476,0.0011320501230450458
711.42,935.75,3,1,390.32,749.92,3,5.3,563.3,0,1.0541171030598366,0.0008461626377789151
351.51,2284.54,3,1,542.01,1584.25,2,6.2,460.54,1,4.506984025860317,0.0005734966765265695
877.24,2485.38,1,3,203.21,1765.94,1,6.9,1105.89,1,2.0130636768379957,0.0005072250638990602
457.31,3670.75,3,1,258.04,715.7,1,4.3,1296.31,0,1.5650215047774705,0.0007722241256168942
670.04,2443.25,2,2,385.46,646.19,2,7.1,891.79,0,0.9644050957494316,0.000544745888064382
367.64,1650.59,0,3,218.12,917.33,2,6.7,853.63,0,2.4951854396913986,0.0014067201308567293
630.28,1266.0,0,1,349.79,1226.3,0,8.1,502.07,1,1.9456431753245673,0.0006292120626166047
465.39,1228.24,1,0,351.42,1152.81,3,5.0,798.21,0,2.477083682995258,0.0013964226363099074
536.91,2845.89,1,0,284.1,1839.65,0,2.9,724.18,1,3.4263656213077502,0.0004739438848834656
390.75,2512.43,1,2,181.12,1460.27,0,5.0,1126.57,1,3.7370952338555283,0.0011475331090043206
244.65,1830.23,3,2,385.75,1480.73,0,3.0,682.25,1,6.052442017067565,0.0015236760968722581
515.73,3341.11,1,1,17.14,1681.43,1,6.4,889.56,1,3.2602911744461025,0.0005162523919618497
348.64,1367.28,3,2,556.77,887.33,0,6.5,454.51,0,2.545118100472749,0.0009534738109965823
532.11,2264.68,3,2,274.25,2008.87,0,6.3,689.63,1,3.775290752376562,0.0005722790930930516
448.24,2476.39,1,1,327.53,1698.92,2,0.1,843.59,1,3.79020159311526,0.0007599793149632023
614.12,3185.33,3,0,191.41,1225.76,2,8.0,828.19,1,1.9959616687949966,0.00042337217244736247
509.11,1981.16,1,2,258.76,1482.6,1,4.6,1111.58,1,2.9121407375195782,0.0011020709269103242
450.85,2173.42,1,0,351.46,1353.38,0,6.1,941.22,1,3.0018409004804063,0.0009605399087757675
601.75,1496.09,3,0,391.18,1277.46,4,8.2,1073.54,1,2.1229081491830804,0.001192461625125928
257.8,1296.15,1,3,407.67,987.44,3,9.4,799.02,0,3.8302558638380195,0.002391219661115757
183.76,1609.38,1,2,424.75,1201.17,2,4.3,1255.01,1,6.536623501489797,0.004243630910421726
771.13,1196.76,2,1,347.71500000000003,518.09,4,3.6,833.65,0,0.6718581734356313,0.0009033355257356074
752.52,1878.63,1,0,477.19,744.38,0,5.7,749.18,0,0.9891829986022564,0.0005299402116178466
699.25,1266.98,0,0,80.53,789.46,3,5.0,758.95,0,1.1290096370538487,0.0008566648169931749
445.78,1982.18,2,2,546.45,1132.49,3,3.9,810.27,0,2.5404683354913113,0.0009169931465992055
502.865,2349.39,0,1,329.8,1518.57,4,5.0,623.55,1,3.0198362777318706,0.0005277943762490459
639.28,1580.35,3,2,442.74,1169.25,1,3.6,1095.46,0,1.8290107334968915,0.0010843066611947224
359.59,2068.25,1,0,226.87,1186.17,3,8.3,602.34,0,3.2986733975173568,0.0008098993788252357
449.0,1329.13,3,0,347.71500000000003,1914.9,2,5.0,196.16,1,4.264810595438517,0.0003286976893935074
561.61,2495.11,1,0,660.03,1227.63,2,7.5,867.9,1,2.1859118928453576,0.0006193628599429027
522.7,1515.31,3,0,435.82,1592.46,0,4.6,1074.27,1,3.0466041123664795,0.0013563115447560734
806.15,3197.95,3,0,301.5,1195.2,2,9.2,1047.4,0,1.4826024749413576,0.0004062796241199898
334.55,2739.42,1,0,326.54,1144.18,0,4.9,541.84,0,3.420056690478055,0.0005912231162857927
725.34,2237.8,2,0,445.13,1579.72,1,4.0,515.6,1,2.1779027466029346,0.0003176508422485119
426.94,3007.39,1,2,189.14,400.66,3,2.9,667.5,0,0.9384456612534394,0.0005198699000946809
991.06,1982.18,3,3,173.46,1496.05,1,8.4,1258.61,1,1.5095453200659363,0.0006406902871818917
359.6,2545.66,1,0,304.95,371.15,4,5.0,751.58,0,1.032118992432731,0.0008210226400459055
462.57,2872.69,3,3,194.83,1519.63,3,6.3,1072.76,1,3.2851891976308627,0.0008073025901132467
116.25,1743.47,3,0,258.61,732.85,3,5.0,803.66,0,6.304085479218453,0.0039651983118345465
476.87,3581.15,2,0,444.1,1300.88,2,1.1,516.25,1,2.7279551507128748,0.0003022995848004221
502.865,2534.99,0,2,347.71500000000003,1562.71,3,5.0,852.85,1,3.1076133135610293,0.0006690290782191879
224.47,3338.76,2,3,252.83,853.25,1,2.6,756.19,0,3.8011759343709213,0.0010089912998702889
364.62,839.06,0,3,169.22,1512.08,1,1.0,1039.87,1,4.147002244885024,0.003398956015747394
340.62,1762.71,0,2,347.71500000000003,1008.01,2,5.2,790.52,0,2.959338765799461,0.001316624247716941
572.33,1596.66,1,0,354.51,1648.37,2,5.5,801.27,1,2.8801040854034543,0.0008768391379094255
634.1,1155.93,1,1,136.41,1408.49,0,6.6,802.83,1,2.2212426711679125,0.0010953030685759996
365.88,2165.09,1,1,377.49,2252.95,3,5.5,465.82,1,6.157619816398277,0.0005880354472752954
596.49,1961.08,2,3,362.42,1290.1,2,5.0,1271.96,1,2.1628191224862254,0.0010873640645180892
435.59,2039.82,1,0,227.21,1195.2,4,6.1,464.76,0,2.7438645803653765,0.0005230690173309629
336.61,2463.89,1,3,347.71500000000003,1729.08,3,4.9,738.43,1,5.136745636292872,0.0008903504931521217
492.09,2206.2,3,0,563.06,986.8,3,3.7,891.11,0,2.0053241885564796,0.0008208085987881471
287.54,785.7,3,3,267.72,572.24,2,3.7,595.52,0,1.9901230440939333,0.0026359752601365256
456.07,619.35,2,3,243.68,525.09,2,3.4,945.85,0,1.151336392410455,0.003348533288224038
502.865,1160.28,3,2,385.66,1579.96,2,4.2,665.91,1,3.1419167541603263,0.0011413039522865643
274.06,2370.63,2,1,465.24,1043.54,0,4.5,870.59,0,3.8077062027400497,0.0013399982923284885
846.5,2916.82,1,0,379.05,1161.95,4,5.6,729.78,0,1.3726520806538445,0.00029556660660672496
490.46,1735.37,0,2,387.7,570.26,2,7.9,988.33,0,1.1627043762446607,0.00116119805326015
582.56,3226.98,3,0,326.79,1274.98,1,4.3,724.8,1,2.1885813961037255,0.00038555048103396436
853.09,1372.99,1,0,380.87,1947.63,3,4.4,825.18,1,2.2830298997405913,0.0007045088744033538
743.75,1982.18,2,0,350.22,911.06,4,6.5,660.19,0,1.2249546053787617,0.0004478152439042096
573.32,1703.59,2,2,653.59,1122.66,0,4.3,1030.54,0,1.958173411739109,0.0010551220015201717
839.01,1118.18,1,3,255.9,973.86,0,2.3,983.89,0,1.1607251265095158,0.001048739653572137
389.56,1038.28,1,3,588.04,1352.5,2,5.8,471.79,1,3.4718656055070953,0.0011664332359346433
204.22,1909.5,2,1,507.71,771.73,3,8.3,1228.08,0,3.778914710659352,0.0031492615013282766
536.2,1208.03,1,0,541.16,868.68,2,7.9,1288.83,0,1.6200671089133325,0.001989716068877227
552.21,3121.28,3,1,307.03,727.82,1,6.5,900.57,0,1.3180130508680927,0.0005224930029942972
760.35,1443.44,0,1,343.06,807.62,2,6.8,544.07,0,1.062168724111676,0.0004957269082138808
438.17,931.61,3,3,528.75,1029.37,4,9.7,514.86,0,2.349247955148733,0.0012612825031057223
696.54,1816.36,2,1,512.37,1208.49,4,3.0,805.41,1,1.7349900689839772,0.0006366035068233766
525.28,1685.56,1,0,488.42,257.72,2,8.2,1101.17,0,0.4906335575191602,0.0012437104665801383
431.46,1692.82,3,0,477.85,1897.72,4,6.2,926.02,1,4.398368228842345,0.0012678534187426079
800.47,1982.18,3,3,461.37,1213.21,3,8.0,983.92,1,1.515622053098529,0.0006201141460415668
502.865,1130.2,3,1,474.46,1283.0,2,7.3,622.49,1,2.5513805384868595,0.0010952812847241917
654.17,1806.8,2,2,115.81,1016.75,2,5.0,572.59,0,1.5542595723701857,0.0004844434111084706
444.64,1493.8,0,3,439.35,1578.25,1,0.9,1192.4,1,3.5495006398547,0.0017952336612268214
610.3,1982.18,3,3,501.66,1110.53,3,7.2,840.17,0,1.8196460458848758,0.0006945135292710672
502.865,2373.24,3,1,465.84,1017.86,3,5.3,192.56,0,2.0241217419362703,0.00016135150046452877
410.71,2838.97,3,2,426.24,1611.84,1,4.2,414.89,1,3.9245208559684244,0.00035582535127023473
312.13,1841.65,1,0,394.72,1475.3,2,5.8,576.88,1,4.726556091162141,0.0010035589139239804
326.57,2168.53,3,1,275.02,533.85,3,3.3,863.22,0,1.634718387031314,0.0012189328267612533
341.52,1211.57,1,1,512.28,1273.17,2,6.6,808.69,1,3.7279514017348507,0.0019544178473648714
426.08,104.58,2,2,387.93,1561.41,2,8.3,194.66,1,3.6645934175602375,0.004368546193525297
1012.02,1576.82,1,3,260.91,1644.36,1,2.4,700.17,1,1.6248295327678353,0.00043876530988075976
505.38,3463.7,1,0,359.36,1075.29,1,5.1,804.81,0,2.127686055489215,0.0004597640854769069
690.08,1359.97,3,3,339.37,1840.43,3,5.6,818.66,1,2.666980601278394,0.0008723179357147307
626.78,1704.38,0,0,192.54,660.14,0,3.9,447.89,0,1.0532244000570472,0.0004192661559897429
183.17,2474.05,1,0,162.87,899.99,1,5.0,947.82,0,4.9134135003868815,0.0020915249550123587
